,Contracts_id,Label,New_cardsex,New_amount,New_paiduprmb,Appointcnt,A,B,C,D,E,F,G,H,I,Clascnt,Diffday,Attended,Class_fee,predictLabels
463440,463441,2,2,3.0,31800.0,0,0,0,0,0,0,0,89,0,0,89,23,74,0.0027,1
463443,463444,2,0,4.0,30800.0,1,0,0,0,206,0,0,0,0,0,2266,15,2222,0.0735,1
463444,463445,2,1,3.0,36800.0,0,0,0,0,0,0,0,136,0,0,136,17,126,0.0036,1
463446,463447,2,0,4.0,36800.0,0,0,0,0,0,0,0,0,0,0,84,4,78,0.0022,1
463447,463448,2,0,3.0,41100.0,2,0,0,0,150,0,0,0,0,0,150,22,150,0.0036,1
463451,463452,2,2,4.0,29800.0,0,0,0,0,0,0,0,197,0,0,394,18,384,0.0132,1
463454,463455,2,0,4.0,83800.0,1,0,0,0,0,0,0,0,0,0,13,21,12,0.0001,1
463457,463458,2,0,5.0,39800.0,1,0,157,0,0,0,0,0,0,0,314,23,282,0.0078,1
463458,463459,2,0,5.0,41800.0,2,0,0,0,0,0,0,0,0,0,332,20,320,0.0079,1
463459,463460,2,0,4.0,35800.0,0,0,0,0,0,0,0,109,0,0,109,25,101,0.003,1
463462,463463,2,0,5.0,38800.0,1,0,0,0,0,0,0,0,0,0,370,15,360,0.0095,1
463464,463465,2,0,5.0,41790.0,1,0,0,0,0,0,0,0,0,0,110,17,106,0.0026,1
463465,463466,2,1,4.0,34300.0,0,0,0,0,0,0,0,85,0,0,85,17,74,0.0024,1
463467,463468,2,0,5.0,40800.0,1,0,0,0,0,0,0,0,0,184,230,16,195,0.0056,1
463468,463469,2,2,3.0,23584.0,1,0,0,0,0,0,0,0,0,0,13,5,13,0.0005,1
463473,463474,2,0,6.0,54800.0,0,0,0,0,0,0,0,201,0,0,603,17,558,0.011000000000000001,1
463474,463475,2,0,5.0,64885.0,0,0,0,0,0,0,0,8,0,0,8,14,7,0.0001,1
463475,463476,2,2,6.0,43790.0,0,0,0,0,0,3320,0,664,332,0,4316,17,3705,0.0985,1
463476,463477,2,2,5.0,33913.0,1,0,145,0,0,0,0,0,0,0,145,14,140,0.0042,1
463478,463479,2,0,4.0,32000.0,0,0,0,0,0,0,0,0,0,0,38,13,38,0.0011,1
463480,463481,2,2,5.0,43800.0,1,0,0,0,0,0,0,0,0,0,101,12,89,0.0023,1
463482,463483,2,0,4.0,33800.0,0,0,0,0,0,0,0,58,0,0,58,17,42,0.0017,1
463483,463484,2,0,4.0,34800.0,1,0,0,0,0,0,0,0,0,0,62,16,56,0.0017,1
463485,463486,2,0,4.0,30600.0,1,0,0,0,0,0,0,0,0,0,193,23,185,0.0063,1
463488,463489,2,1,4.0,34800.0,0,0,0,0,0,0,0,0,0,0,18,21,16,0.0005,1
463489,463490,2,1,5.0,40800.0,1,0,0,0,0,0,0,0,0,236,354,17,342,0.0086,1
463490,463491,2,1,4.0,32800.0,0,0,0,0,0,0,0,0,0,0,282,20,282,0.0085,1
463492,463493,2,1,6.0,46800.0,0,0,0,0,82,0,0,0,0,0,492,19,480,0.0105,1
463493,463494,2,0,3.0,26800.0,1,0,0,0,134,0,0,0,0,0,268,23,238,0.01,1
463494,463495,2,1,5.0,30600.0,0,0,0,0,0,0,0,314,0,0,942,23,942,0.0307,1
463496,463497,2,0,5.0,38800.0,0,0,0,0,0,0,0,32,0,0,32,4,28,0.0008,1
463497,463498,2,2,5.0,36800.0,0,0,0,0,0,250,0,250,0,0,750,23,684,0.0203,1
463498,463499,2,1,5.0,43800.0,1,0,0,0,0,0,0,0,0,0,51,11,37,0.0011,1
463503,463504,2,0,4.0,36800.0,1,0,0,0,0,0,0,0,0,0,115,22,105,0.0031,1
463505,463506,2,0,2.0,24600.0,1,0,138,0,138,0,0,0,0,0,276,23,254,0.0112,1
463509,463510,2,0,5.0,39720.0,1,0,0,0,0,0,0,0,78,0,78,17,70,0.0019,1
463510,463511,2,2,5.0,36800.0,0,0,0,0,0,0,0,170,0,0,170,16,150,0.0046,1
463511,463512,2,0,3.0,33800.0,0,0,0,0,0,0,0,0,0,0,95,15,90,0.0028,1
463515,463516,2,0,9.0,80000.0,0,0,0,0,0,0,0,41,0,0,41,15,33,0.0005,1
463517,463518,2,1,4.0,42800.0,0,0,0,0,0,0,0,0,71,0,213,16,186,0.0049,1
463518,463519,2,0,4.0,33800.0,1,0,0,0,0,0,0,0,0,0,69,16,69,0.002,1
463519,463520,2,2,3.0,26800.0,2,0,156,0,0,0,0,0,0,0,156,15,152,0.0058,1
463520,463521,2,2,4.0,29800.0,0,0,0,0,0,0,0,20,0,0,20,14,20,0.0006,1
463521,463522,2,0,6.0,49800.0,1,0,0,0,0,0,0,0,0,0,684,16,632,0.0137,1
463524,463525,2,2,4.0,37800.0,0,0,0,0,0,0,0,0,0,0,62,4,54,0.0016,1
463526,463527,2,2,5.0,40800.0,2,0,0,0,0,0,0,0,0,0,658,16,630,0.0161,1
463528,463529,2,0,4.0,32800.0,1,0,9,0,3,0,0,0,0,0,12,0,4,0.0003,1
463529,463530,2,2,3.0,32300.0,1,0,58,0,58,0,0,0,58,0,174,15,129,0.0053,1
463531,463532,2,1,5.0,39800.0,0,0,0,0,0,0,0,0,0,0,69,20,59,0.0017,1
463532,463533,2,0,4.0,39800.0,0,0,0,0,0,0,0,0,0,0,159,23,152,0.0039,1
463533,463534,2,1,8.0,18900.0,1,0,6,0,0,0,0,0,0,0,8,0,8,0.0004,1
463537,463538,2,0,4.0,34800.0,2,0,0,0,0,0,0,0,0,0,266,23,250,0.0076,1
463538,463539,2,0,4.0,36800.0,1,0,0,0,0,0,0,0,0,0,2820,23,2600,0.0766,1
463541,463542,2,0,5.0,36800.0,0,0,0,0,0,0,0,10,0,0,10,22,9,0.0002,1
463542,463543,2,2,4.0,37800.0,0,0,0,0,0,0,0,86,0,0,86,23,77,0.0022,1
463546,463547,2,1,5.0,34800.0,1,0,0,0,0,0,0,0,0,0,172,23,164,0.0049,1
463548,463549,2,1,6.0,46800.0,4,0,0,0,0,0,0,0,0,300,300,20,240,0.0064,1
463550,463551,2,0,4.0,30800.0,3,0,246,0,492,0,0,0,0,0,738,18,684,0.0239,1
463551,463552,2,0,4.0,36800.0,0,0,0,0,0,0,0,0,0,0,177,22,153,0.0048,1
463553,463554,2,0,4.0,36800.0,0,0,0,0,0,0,0,0,0,0,156,16,152,0.0042,1
463556,463557,2,2,4.0,32620.0,0,0,0,0,0,0,0,51,0,0,51,16,48,0.0015,1
463558,463559,2,1,5.0,37800.0,1,0,0,0,0,0,0,0,0,423,423,16,414,0.0111,1
463559,463560,2,1,4.0,31800.0,1,0,0,0,0,0,0,0,0,208,208,12,196,0.0065,1
463560,463561,2,1,6.0,40300.0,1,0,0,0,0,0,0,0,0,0,160,16,148,0.0039,1
463562,463563,2,2,4.0,32800.0,2,0,1698,0,0,0,0,0,0,1132,2830,13,2820,0.0862,1
463563,463564,2,1,3.0,30800.0,1,0,0,0,0,0,0,0,0,0,290,16,277,0.0094,1
463564,463565,2,1,4.0,37800.0,1,0,0,0,0,0,0,0,0,0,234,15,228,0.0061,1
463567,463568,2,0,5.0,35800.0,1,0,70,0,0,0,0,0,0,0,140,16,136,0.0039,1
463569,463570,2,0,5.0,33800.0,0,0,0,0,0,0,0,61,0,0,61,14,60,0.0018,1
463571,463572,2,0,4.0,37800.0,2,0,34,0,34,0,0,0,0,0,68,6,52,0.0017,1
463572,463573,2,0,4.0,32300.0,1,0,0,0,97,97,0,0,97,0,485,16,445,0.015,1
463573,463574,2,0,4.0,36800.0,1,0,0,0,0,0,0,0,0,302,302,16,292,0.0082,1
463577,463578,2,2,5.0,39300.0,0,0,0,0,0,936,0,0,416,0,1768,16,1683,0.0449,1
463581,463582,2,2,4.0,32620.0,3,0,261,0,0,0,0,0,0,0,261,15,231,0.008,1
463582,463583,2,0,3.0,29500.0,0,0,0,0,0,0,0,0,0,0,105,16,87,0.0035,1
463583,463584,2,0,4.0,29800.0,1,0,6,0,0,0,0,0,0,0,6,1,6,0.0002,1
463585,463586,2,2,4.0,38200.0,1,0,0,0,0,0,0,0,0,0,32,10,28,0.0008,1
463586,463587,2,2,2.0,18800.0,2,0,0,0,0,0,0,0,0,0,40,13,38,0.0021,1
463587,463588,2,2,3.0,10800.0,0,0,0,0,0,0,0,10,10,0,20,6,20,0.0018,1
463588,463589,2,1,4.0,31800.0,1,0,0,0,106,0,0,0,0,0,106,16,96,0.0033,1
463590,463591,2,1,3.0,35300.0,1,0,0,0,0,0,0,0,0,256,256,25,254,0.0072,1
463591,463592,2,2,5.0,37800.0,1,0,0,0,0,540,0,0,0,0,540,16,516,0.0142,1
463592,463593,2,0,4.0,36800.0,1,0,0,0,149,0,0,0,0,0,149,16,146,0.004,1
463593,463594,2,0,4.0,36800.0,2,0,0,0,0,0,0,0,0,0,378,11,360,0.0102,1
463596,463597,2,0,5.0,42800.0,0,0,0,0,0,0,0,322,161,0,483,16,393,0.0112,1
463597,463598,2,2,4.0,39800.0,1,0,19,0,0,0,0,0,0,0,19,16,17,0.0004,1
463598,463599,2,1,3.0,25800.0,1,0,0,0,0,0,0,0,0,0,107,16,101,0.0041,1
463600,463601,2,2,3.0,31800.0,1,0,0,0,0,0,0,0,0,0,106,17,93,0.0033,1
463601,463602,2,2,4.0,34800.0,2,0,0,0,1500,0,0,0,0,0,1500,18,1420,0.0431,1
463603,463604,2,0,4.0,30800.0,0,0,0,0,0,0,0,0,0,0,144,22,134,0.0046,1
463605,463606,2,0,4.0,34400.0,2,0,0,0,0,672,0,0,0,0,2016,22,1986,0.0586,1
463606,463607,2,2,5.0,38800.0,2,0,0,0,0,0,0,0,0,0,420,16,344,0.0108,1
463607,463608,2,0,5.0,41800.0,0,0,590,0,0,0,0,0,0,0,885,20,813,0.0211,1
463608,463609,2,0,5.0,40800.0,1,0,37,0,0,0,0,0,0,0,37,13,27,0.0009,1
463613,463614,2,0,5.0,37800.0,1,0,0,0,0,0,0,0,0,0,324,22,293,0.0085,1
463618,463619,2,0,5.0,38800.0,1,0,0,0,0,104,0,0,0,0,104,14,92,0.0026,1
463619,463620,2,1,5.0,36800.0,0,0,0,0,0,0,0,80,0,0,80,17,76,0.0021,1
463621,463622,2,0,5.0,43400.0,1,0,0,0,0,0,0,0,0,0,137,17,105,0.0031,1
463622,463623,2,0,4.0,34600.0,0,0,0,0,0,0,0,216,0,0,216,20,186,0.0062,1
463625,463626,2,1,4.0,31800.0,0,0,0,0,0,0,0,0,0,0,174,22,156,0.0054,1
463627,463628,2,0,4.0,28800.0,1,0,0,0,116,0,0,0,0,0,116,22,112,0.004,1
463628,463629,2,1,3.0,35800.0,2,0,0,0,0,0,0,0,0,0,48,21,24,0.0013,1
463629,463630,2,1,4.0,36800.0,1,0,0,0,0,0,0,0,0,0,34,13,34,0.0009,1
463634,463635,2,1,4.0,28800.0,0,0,0,0,0,0,0,34,0,0,34,18,26,0.0011,1
463635,463636,2,0,4.0,35800.0,1,0,196,0,0,0,0,0,0,0,196,21,194,0.0054,1
463636,463637,2,0,5.0,41800.0,1,0,183,0,0,0,0,0,0,0,549,22,519,0.0131,1
463637,463638,2,0,4.0,31800.0,1,0,0,0,0,0,0,0,0,0,1282,22,1208,0.0403,1
463639,463640,2,1,3.0,31800.0,1,0,0,0,0,0,0,0,0,0,19,12,17,0.0005,1
463640,463641,2,1,6.0,46800.0,2,0,0,0,0,0,0,0,0,648,648,14,612,0.0138,1
463641,463642,2,0,4.0,37800.0,0,0,0,0,0,0,0,288,0,0,288,22,277,0.0076,1
463642,463643,2,2,5.0,38800.0,1,0,0,0,165,0,0,0,0,0,495,22,468,0.0127,1
463644,463645,2,0,7.0,50700.0,0,0,276,0,138,0,0,138,0,0,552,22,544,0.0108,1
463645,463646,2,1,5.0,38800.0,0,0,0,0,0,0,0,0,0,0,216,16,198,0.0055,1
463647,463648,2,2,2.0,30800.0,0,0,0,0,0,0,0,0,0,0,234,15,216,0.0075,1
463650,463651,2,1,3.0,24800.0,2,0,26,0,26,0,0,0,0,0,104,1,80,0.0041,1
463651,463652,2,0,5.0,41800.0,0,0,0,0,0,0,0,215,0,0,430,16,368,0.0102,1
463654,463655,2,0,5.0,41800.0,1,0,70,0,0,0,0,0,70,0,140,15,130,0.0033,1
463656,463657,2,2,4.0,26800.0,1,0,0,0,0,0,0,0,0,0,38,7,33,0.0014,1
463657,463658,2,0,4.0,32800.0,2,0,712,0,0,0,0,0,0,0,712,16,640,0.0217,1
463658,463659,2,0,4.0,37800.0,1,0,0,0,0,0,0,0,21,0,42,1,40,0.0011,1
463659,463660,2,2,4.0,27000.0,1,0,0,0,0,0,0,218,0,0,218,11,208,0.008,1
463663,463664,2,1,5.0,39800.0,1,0,0,0,0,0,0,0,0,0,140,16,131,0.0035,1
463665,463666,2,0,4.0,32800.0,0,0,0,0,0,0,0,0,0,0,48,15,40,0.0014,1
463666,463667,2,0,6.0,49800.0,2,0,0,0,0,0,0,0,408,0,612,16,522,0.0122,1
463667,463668,2,0,3.0,28800.0,0,0,0,0,0,0,0,181,0,0,181,15,148,0.0062,1
463669,463670,2,1,4.0,36800.0,1,0,0,0,0,0,0,0,0,0,41,8,33,0.0011,1
463673,463674,2,0,5.0,40800.0,1,0,324,0,108,0,0,0,0,0,540,21,530,0.0132,1
463674,463675,2,0,5.0,39800.0,1,0,144,0,0,0,0,0,0,0,288,22,270,0.0072,1
463676,463677,2,0,3.0,33800.0,1,0,0,0,112,0,0,0,0,0,112,22,92,0.0033,1
463681,463682,2,0,4.0,36800.0,0,0,0,0,0,0,0,0,0,0,2114,47,1904,0.0574,1
463683,463684,2,0,3.0,35800.0,1,0,0,0,0,0,0,0,0,0,56,19,52,0.0015,1
463684,463685,2,1,4.0,32600.0,0,0,0,0,0,0,0,0,0,0,184,10,178,0.0056,1
463685,463686,2,0,6.0,45800.0,0,0,0,0,0,0,0,68,0,0,68,16,64,0.0014,1
463686,463687,2,1,4.0,34800.0,0,0,0,0,0,0,0,0,0,0,73,20,65,0.002,1
463687,463688,2,2,6.0,41400.0,1,0,0,0,0,0,0,72,0,0,72,22,65,0.0017,1
463689,463690,2,1,6.0,39900.0,0,0,0,0,0,0,0,11,0,0,11,6,10,0.0002,1
463690,463691,2,2,4.0,34800.0,1,0,0,0,0,0,0,0,0,0,402,22,318,0.0115,1
463691,463692,2,2,6.0,48800.0,0,0,0,0,0,0,0,220,0,0,220,16,198,0.0045,1
463692,463693,2,0,4.0,36800.0,0,0,0,0,0,0,0,0,0,0,508,15,488,0.0138,1
463695,463696,2,2,4.0,34800.0,1,0,0,0,0,0,0,0,0,0,76,15,69,0.0021,1
463697,463698,2,2,5.0,36800.0,0,0,0,0,0,0,0,0,0,0,510,14,486,0.0138,1
463698,463699,2,2,3.0,23800.0,0,0,0,0,0,0,0,78,0,0,78,8,58,0.0032,1
463699,463700,2,2,4.0,30420.0,0,0,0,0,0,0,0,48,0,0,96,13,86,0.0031,1
463700,463701,2,2,3.0,28600.0,0,0,0,0,0,0,0,61,0,0,61,7,61,0.0021,1
463701,463702,2,0,5.0,36800.0,1,0,0,0,591,0,0,0,0,0,591,16,378,0.016,1
463703,463704,2,0,4.0,36800.0,0,0,11,0,0,0,0,0,0,0,33,5,33,0.0008,1
463704,463705,2,1,4.0,35800.0,1,0,112,0,0,0,0,0,0,0,168,15,153,0.0046,1
463707,463708,2,0,3.0,32800.0,1,0,0,0,0,0,0,0,0,0,56,14,55,0.0017,1
463712,463713,2,1,4.0,31600.0,0,0,0,0,0,0,0,0,0,0,188,15,174,0.0059,1
463713,463714,2,2,3.0,28600.0,0,0,0,0,0,0,0,0,0,0,52,3,50,0.0018,1
463717,463718,2,0,3.0,36800.0,2,0,0,0,0,0,0,0,0,2256,2820,21,2420,0.0766,1
463718,463719,2,0,4.0,36800.0,1,0,0,0,0,0,0,0,0,0,119,19,114,0.0032,1
463721,463722,2,2,4.0,36800.0,0,0,0,0,0,522,0,0,0,0,1044,20,972,0.0283,1
463729,463730,2,1,5.0,39800.0,1,0,0,0,0,0,0,0,0,0,73,20,68,0.0018,1
463735,463736,2,0,5.0,42800.0,3,0,0,0,0,0,0,0,0,0,222,19,219,0.0051,1
463739,463740,2,2,4.0,29800.0,0,0,0,0,0,0,0,0,0,0,170,12,156,0.0057,1
463740,463741,2,1,4.0,34800.0,0,0,0,0,0,0,0,94,0,0,94,15,83,0.0027,1
463741,463742,2,0,3.0,21420.0,0,0,0,0,0,0,0,69,0,0,69,11,67,0.0032,1
463742,463743,2,2,5.0,41800.0,1,0,0,0,0,0,0,0,0,0,103,10,64,0.0024,1
463743,463744,2,1,6.0,44800.0,0,0,0,0,0,0,0,0,0,0,318,15,309,0.006999999999999999,1
463744,463745,2,2,5.0,36800.0,2,0,0,0,0,0,0,0,0,0,320,15,292,0.0086,1
463745,463746,2,2,4.0,39800.0,1,0,0,0,0,0,0,0,0,0,53,12,49,0.0013,1
463749,463750,2,1,6.0,46800.0,1,0,0,0,0,0,0,0,0,0,2,0,2,0.0,1
463750,463751,2,2,4.0,37800.0,1,0,0,0,0,0,0,0,0,234,234,15,216,0.0061,1
463751,463752,2,0,3.0,29800.0,1,0,66,0,0,0,0,0,0,0,198,14,192,0.0066,1
463752,463753,2,0,4.0,35800.0,0,0,0,0,41,0,0,41,0,0,123,11,105,0.0034,1
463753,463754,2,0,5.0,42800.0,1,0,0,0,212,0,0,0,0,0,318,15,243,0.0074,1
463754,463755,2,2,3.0,34588.0,1,0,41,0,82,0,0,0,0,0,164,15,152,0.0047,1
463757,463758,2,0,4.0,28120.0,1,0,18,0,0,0,0,0,18,0,54,1,54,0.0019,1
463758,463759,2,0,3.0,33300.0,1,0,102,0,0,0,0,0,0,0,204,13,202,0.0061,1
463760,463761,2,1,4.0,34300.0,1,0,0,0,0,0,0,0,0,0,30,3,30,0.0008,1
463761,463762,2,2,5.0,32980.0,0,0,0,0,0,0,0,137,0,0,137,21,133,0.0041,1
463763,463764,2,0,6.0,45800.0,1,0,63,0,0,0,0,0,0,0,189,18,168,0.0041,1
463766,463767,2,0,5.0,35800.0,0,0,0,0,0,0,0,77,0,0,77,17,72,0.0021,1
463767,463768,2,0,4.0,31800.0,2,0,218,0,436,0,0,0,0,0,1090,21,1010,0.0342,1
463768,463769,2,0,5.0,41800.0,1,0,0,0,131,0,0,0,0,0,131,21,106,0.0031,1
463770,463771,2,1,3.0,29800.0,0,0,0,0,0,0,0,276,0,0,276,21,268,0.0092,1
463771,463772,2,0,4.0,31800.0,0,0,71,0,0,0,0,0,0,0,142,18,138,0.0044,1
463772,463773,2,0,4.0,31800.0,1,0,43,0,43,0,0,0,0,0,172,14,152,0.0054,1
463774,463775,2,0,5.0,35800.0,1,0,65,0,0,0,0,0,0,65,130,11,120,0.0036,1
463776,463777,2,1,4.0,26900.0,2,0,0,0,0,0,0,0,0,0,564,17,508,0.0209,1
463778,463779,2,0,4.0,0.0,0,0,0,0,0,0,0,379,0,0,379,21,373,0.0,1
463783,463784,2,0,5.0,35800.0,1,0,0,0,34,0,0,0,0,0,68,7,66,0.0018,1
463787,463788,2,0,3.0,36800.0,0,0,0,0,0,0,0,196,0,0,196,21,180,0.0053,1
463789,463790,2,0,6.0,46800.0,1,0,0,0,0,0,0,0,0,729,729,20,705,0.0155,1
463791,463792,2,0,4.0,31800.0,1,0,135,0,0,0,0,0,0,0,270,13,262,0.0084,1
463796,463797,2,1,4.0,25920.0,0,0,80,0,0,0,0,80,0,0,160,19,160,0.0061,1
463797,463798,2,1,4.0,34800.0,1,0,298,0,0,0,0,0,0,0,298,21,278,0.0085,1
463798,463799,2,2,4.0,26820.0,1,0,0,0,0,0,0,0,0,0,62,38,60,0.0023,1
463799,463800,2,0,4.0,36800.0,0,0,0,0,0,0,0,0,0,0,22,17,20,0.0005,1
463803,463804,2,0,3.0,29800.0,1,0,0,0,0,0,0,0,0,0,38,20,37,0.0012,1
463804,463805,2,0,5.0,34800.0,0,0,0,0,0,0,0,124,0,0,248,22,214,0.0071,1
463805,463806,2,2,4.0,34800.0,2,0,0,0,0,0,0,0,0,0,188,21,170,0.0054,1
463806,463807,2,2,4.0,31800.0,0,0,0,0,0,0,0,114,0,0,114,19,107,0.0035,1
463807,463808,2,0,4.0,36800.0,0,0,86,0,0,0,0,0,0,0,172,7,170,0.0046,1
463808,463809,2,0,4.0,32800.0,0,0,0,0,0,0,0,140,0,0,140,19,134,0.0042,1
463810,463811,2,1,4.0,37800.0,1,0,0,0,0,0,0,0,0,0,161,20,145,0.0042,1
463812,463813,2,1,6.0,39100.0,0,0,0,0,157,0,0,157,0,0,314,21,308,0.008,1
463813,463814,2,1,3.0,35800.0,0,0,0,0,0,0,0,276,0,0,276,21,257,0.0077,1
463814,463815,2,2,3.0,26800.0,0,0,0,0,0,0,0,0,0,0,88,20,84,0.0032,1
463817,463818,2,0,4.0,25020.0,1,0,11,0,0,0,0,11,0,0,22,1,22,0.0008,1
463818,463819,2,1,3.0,35800.0,0,0,0,0,0,0,0,63,0,0,63,17,52,0.0017,1
463821,463822,2,2,5.0,40800.0,1,0,95,0,0,0,0,0,0,0,190,11,184,0.0046,1
463822,463823,2,0,3.0,27800.0,1,0,0,0,0,0,0,0,0,0,364,20,348,0.013000000000000001,1
463824,463825,2,1,5.0,43800.0,0,0,0,0,0,0,0,0,0,0,205,20,202,0.0046,1
463827,463828,2,0,7.0,56800.0,0,0,0,0,0,0,0,0,0,0,131,21,104,0.0023,1
463830,463831,2,1,6.0,39800.0,1,0,0,0,60,0,0,0,0,0,60,21,50,0.0015,1
463831,463832,2,1,5.0,35800.0,0,0,0,0,0,0,0,0,0,0,20,2,18,0.0005,1
463832,463833,2,0,4.0,36800.0,2,0,0,0,0,0,0,0,0,0,584,20,576,0.0158,1
463833,463834,2,2,4.0,24800.0,0,0,0,0,0,0,0,0,0,0,242,21,236,0.0097,1
463841,463842,2,2,4.0,34800.0,0,0,0,0,0,0,0,44,0,0,176,21,168,0.005,1
463844,463845,2,0,3.0,63800.0,3,0,0,0,0,0,0,0,0,12,12,10,12,0.0001,1
463846,463847,2,2,4.0,36800.0,0,0,0,0,0,0,0,144,0,0,144,19,134,0.0039,1
463848,463849,2,1,3.0,23800.0,0,0,0,0,0,0,0,0,0,0,85,20,76,0.0035,1
463849,463850,2,1,5.0,38800.0,1,0,0,0,0,0,0,0,0,0,277,20,269,0.0071,1
463851,463852,2,0,4.0,25000.0,2,0,0,0,0,0,0,0,0,0,472,19,448,0.0188,1
463854,463855,2,0,4.0,36800.0,0,0,67,0,0,0,0,134,0,0,201,10,195,0.0054,1
463857,463858,2,1,2.0,29000.0,0,0,0,0,0,0,0,0,0,0,124,21,118,0.0042,1
463859,463860,2,2,4.0,32800.0,1,0,0,0,120,0,0,0,120,0,240,21,220,0.0073,1
463862,463863,2,2,5.0,35800.0,1,0,0,0,0,0,0,55,0,0,55,20,52,0.0015,1
463863,463864,2,2,6.0,40800.0,0,0,0,0,0,0,0,199,0,0,199,20,179,0.0048,1
463866,463867,2,2,5.0,36800.0,1,0,0,0,0,0,0,0,0,0,57,19,51,0.0015,1
463875,463876,2,0,3.0,29800.0,2,0,420,0,0,0,0,0,0,0,1050,21,790,0.0352,1
463876,463877,2,2,4.0,27800.0,1,0,0,0,0,0,0,0,0,0,213,19,202,0.0076,1
463877,463878,2,0,4.0,29800.0,0,0,0,0,0,0,0,0,0,0,309,17,306,0.0103,1
463878,463879,2,0,3.0,26800.0,1,0,0,0,0,0,0,0,0,0,428,19,396,0.0159,1
463882,463883,2,1,4.0,27800.0,0,0,0,0,0,0,0,173,0,0,173,18,159,0.0062,1
463883,463884,2,2,5.0,35820.0,0,0,0,0,0,0,0,130,0,0,130,20,120,0.0036,1
463885,463886,2,2,4.0,28800.0,1,0,0,0,0,0,0,0,0,0,113,20,111,0.0039,1
463893,463894,2,2,4.0,28940.0,1,0,121,0,0,0,0,0,0,0,121,19,120,0.0041,1
463897,463898,2,0,4.0,36800.0,1,0,0,0,0,0,0,0,0,0,896,20,816,0.0243,1
463898,463899,2,2,4.0,33800.0,0,0,0,0,0,0,0,0,0,0,120,20,117,0.0035,1
463902,463903,2,2,5.0,35800.0,0,0,0,0,0,0,0,0,0,0,68,16,68,0.0018,1
463903,463904,2,1,6.0,40800.0,0,0,0,0,0,0,0,0,0,0,360,19,318,0.0088,1
463906,463907,2,0,4.0,34800.0,2,0,0,0,0,0,0,0,0,228,228,13,216,0.0065,1
463909,463910,2,1,4.0,36800.0,1,0,0,0,0,0,0,0,0,126,252,17,216,0.0068,1
463911,463912,2,1,5.0,36800.0,1,0,0,0,0,0,0,230,0,0,230,20,221,0.0062,1
463912,463913,2,1,4.0,32800.0,2,0,0,0,0,0,0,0,0,312,312,12,306,0.0095,1
463915,463916,2,0,3.0,29800.0,0,0,0,0,0,0,0,0,0,0,124,20,107,0.0041,1
463916,463917,2,1,4.0,30000.0,1,0,179,0,0,0,0,0,0,0,179,15,174,0.0059,1
463918,463919,2,2,4.0,34800.0,1,0,246,0,0,0,0,0,0,0,369,20,339,0.0106,1
463925,463926,2,0,3.0,33600.0,1,0,0,0,0,0,0,0,0,0,201,19,153,0.0059,1
463929,463930,2,2,4.0,36800.0,0,0,0,0,0,0,0,400,0,0,800,20,788,0.0217,1
463935,463936,2,0,5.0,39800.0,0,0,0,0,0,0,0,47,0,0,47,15,45,0.0011,1
463937,463938,2,0,5.0,34800.0,1,0,0,0,0,0,0,301,0,0,1204,20,1160,0.0345,1
463938,463939,2,2,4.0,35800.0,0,0,0,0,0,0,0,162,0,0,324,20,322,0.009000000000000001,1
463939,463940,2,0,5.0,38800.0,1,0,0,0,0,0,0,0,0,0,1596,12,1248,0.0411,1
463946,463947,2,0,3.0,32800.0,1,0,0,0,45,0,0,0,0,0,45,10,41,0.0013,1
463947,463948,2,2,3.0,28310.0,1,0,0,0,0,0,0,0,0,0,42,20,37,0.0014,1
463953,463954,2,1,4.0,36800.0,1,0,0,0,0,0,0,0,0,0,186,20,177,0.005,1
463954,463955,2,1,5.0,41800.0,1,0,0,0,0,0,0,0,0,0,372,17,364,0.0088,1
463956,463957,2,1,3.0,33100.0,0,0,0,0,0,0,0,0,0,0,84,17,72,0.0025,1
463958,463959,2,0,6.0,40800.0,0,0,0,0,0,0,0,0,0,0,168,16,162,0.0041,1
463960,463961,2,1,4.0,32800.0,1,0,5,0,0,0,0,0,0,0,15,13,12,0.0004,1
463961,463962,2,0,5.0,39800.0,1,0,0,0,0,0,0,0,0,0,95,17,83,0.0023,1
463962,463963,2,0,4.0,38200.0,3,0,0,0,0,0,0,0,0,0,15,7,12,0.0003,1
463963,463964,2,0,3.0,32800.0,3,0,0,0,528,0,0,0,0,0,528,18,495,0.016,1
463964,463965,2,0,4.0,35800.0,1,0,892,0,0,0,0,0,0,0,892,20,828,0.0249,1
463969,463970,2,1,4.0,32800.0,2,0,0,0,154,0,0,0,0,0,154,16,148,0.0046,1
463972,463973,2,0,4.0,37800.0,1,0,0,0,0,0,0,0,0,0,4,2,2,0.0001,1
463973,463974,2,2,4.0,29800.0,0,0,85,0,0,0,0,0,0,0,170,20,162,0.0057,1
463974,463975,2,0,4.0,36800.0,2,0,1028,0,0,0,0,0,0,0,2056,19,1944,0.0558,1
463975,463976,2,1,4.0,36800.0,1,0,286,0,0,0,0,0,0,0,286,20,242,0.0077,1
463979,463980,2,2,5.0,36600.0,1,0,0,0,0,0,0,0,0,0,160,19,150,0.0043,1
463980,463981,2,1,4.0,32800.0,1,0,96,0,0,0,0,0,0,0,96,19,89,0.0029,1
463985,463986,2,2,4.0,34800.0,1,0,0,0,0,0,0,0,0,0,46,16,30,0.0013,1
